STATUS,CATEGORY1,CATEGORY2,CATEGORY3,MEASURE1,MEASURE2,MEASURE3,MEASURE4,MEASURE5,MEASURE6,MEASURE7,MEASURE8,MEASURE9,MEASURE10,MEASURE11,MEASURE12,MEASURE13,MEASURE14,MEASURE15,MEASURE16,MEASURE17
non-failed,PE,no,no,1503,1566269,8558,6333,108750,62132,73161,111392,177479,434256,526155,783749,669473,786550,1431631,537958,534
non-failed,PE,no,no,1927,2729718,139993,139106,124954,38590,33599,44246,48980,57977,71131,90859,212854,356478,638515,48889,11
non-failed,PE,no,no,1580,742246,2255,1993,50716,27564,21167,27991,36835,58165,90860,195682,380740,676641,1545476,568063,1
non-failed,PE,no,no,2247,1815748,5776,6178,155884,73340,119504,189834,253961,378916,497676,481264,385377,296520,452979,90817,219
non-failed,PE,no,no,1089,1705872,4993,9716,82235,55117,103058,218618,332167,1129785,505179,512451,409130,284762,465634,160976,85
non-failed,PE,no,no,2150,1688854,5427,6290,63446,37942,60082,114992,261312,2857153,1079896,875611,591356,329682,283576,88420,108
non-failed,PE,no,no,67,22517,167,88,2820,408,472,361,459,4245,5844,5476,1229,453,686,935,0
non-failed,PE,no,no,1056,2369959,5600,14318,160363,71794,77182,108724,143146,228250,270493,367363,369995,406442,476938,232587,23
non-failed,PE,no,no,452,288779,1134,2987,19044,12479,14013,20182,30866,97288,84770,122539,112361,137358,328899,117822,13
non-failed,PE,no,no,978,2266442,4979,5661,90891,53885,74340,130257,185921,310975,441433,443531,404932,384322,556257,194526,692
non-failed,NA,no,no,348,214395,6255,6862,12464,13059,12667,27663,39351,260717,85291,74272,61724,70096,285594,175462,27
non-failed,NA,no,no,869,1032168,3496,4960,88397,59783,92766,171021,400328,1247733,544440,444270,279317,254294,335865,96272,107
non-failed,PE,no,no,318,256579,436,3202,7699,2848,2081,2895,5341,55531,61184,82318,67294,78617,221659,112417,26
non-failed,PE,no,no,397,528086,1271,1112,21147,16617,21070,31334,68837,565241,264428,207405,85967,69191,79604,25604,14
non-failed,PE,no,no,430,578769,660,671,31209,9452,6447,6943,7359,20199,44206,366324,274903,315692,693044,376314,71
non-failed,PE,no,no,186,251480,247,2535,7747,3516,4566,5480,8532,51637,21218,25844,24364,34937,117194,45188,31
non-failed,PE,no,no,443,505957,7190,10880,52967,18078,21639,36919,51847,84702,120815,201514,229720,284599,300961,42581,0
non-failed,PE,no,no,189,223365,1221,5122,16053,6646,6890,10098,14744,69551,44506,44154,48676,68013,126862,63574,8
non-failed,PE,no,no,78,113694,1188,215,5838,10365,1623,2093,2376,7553,7242,13408,8850,12843,33792,11232,4
non-failed,PE,no,no,104,217701,354,877,12982,4668,3351,4353,5016,17352,14987,40782,39557,76028,284597,88539,64
non-failed,PE,no,no,158,118896,355,15247,39003,2181,2113,2994,3797,5382,8051,15841,26182,67179,310655,106158,5
non-failed,PE,no,no,104,655974,993,1985,65941,11073,10126,11999,11840,17458,34004,65795,81065,105087,233823,94459,115
non-failed,PE,no,no,577,160327,11765,8906,45988,14345,15362,17622,24974,76831,57940,98084,131560,203863,354654,153028,10
non-failed,PE,no,no,1589,4007607,11250,14188,372189,111289,123503,196173,315119,946761,983283,1379154,1317128,1487396,2419272,608609,1146
non-failed,PE,no,no,2026,1944380,4093,9418,70664,32015,48727,89996,217173,1064589,472882,406038,271747,157127,204281,52356,7
non-failed,PE,no,no,2252,1904420,7346,7652,170598,105861,178697,235637,273895,698999,427692,406135,295985,251042,648046,437979,215
non-failed,PE,no,no,1321,2528970,3197,6776,163479,77939,101335,134190,172650,440350,485444,556828,456735,502909,875217,355786,284
non-failed,PE,no,no,1393,2609710,5143,4493,137468,47419,52712,79483,108705,207573,411575,972720,1075956,1560999,4374161,2468585,2240
non-failed,PE,no,no,2699,4041997,10043,10017,229197,108145,105986,158306,254614,724267,897096,1412357,1356095,1740839,3450149,1625519,2082
non-failed,PE,no,no,3492,4075330,11201,9956,232583,134940,184216,275223,376055,1481660,1010626,1038725,876548,1093329,2457601,887472,142
non-failed,PE,no,no,975,6085258,9112,12078,223699,49216,39262,54367,120076,785000,523405,737118,597906,890376,2097293,623104,691
non-failed,PE,no,no,1947,3923497,12043,14041,194402,89340,153181,307908,460688,1009672,824721,948656,848937,958761,1839584,865217,776
non-failed,PE,no,no,990,930083,3516,4780,67949,37159,38450,55854,83347,432752,310616,464633,311154,323963,568038,241006,456
non-failed,PE,no,no,3502,946914,5158,10182,256482,210787,337260,423110,463356,549359,657468,672084,538825,490752,670882,246897,364
non-failed,PE,no,no,871,560367,1298,2382,56005,17234,16363,25189,40628,105286,118753,186789,177073,250645,567824,266265,153
non-failed,PE,no,no,918,932856,4876,2818,56626,37092,67048,102225,125217,414113,245111,272454,217880,256807,596467,294784,222
non-failed,PE,no,no,724,1362190,4727,7184,305119,222165,335830,514013,699836,1080093,967300,859131,560734,405822,527365,221450,86
non-failed,PE,no,no,1265,1601801,41447,18580,177106,55617,66412,95834,131151,217805,237967,344439,354338,372269,513381,297410,91
non-failed,PE,no,no,1537,4440248,10422,9070,86133,64366,79088,111394,202494,1285864,854192,1125673,734353,925094,1513511,492161,43
non-failed,PE,no,no,911,466233,1525,2290,39879,12787,12269,22057,32212,103553,59423,72867,55995,65240,182775,88201,62
non-failed,PE,no,no,1955,1836236,7000,8412,126989,54854,70988,112185,178449,400476,644377,749516,670731,720285,1282983,471899,1974
non-failed,PE,no,no,689,1682593,8118,8813,197436,189952,266087,371306,491414,699608,867524,1008241,766695,246177,195955,55669,56
non-failed,PE,no,no,822,405506,3119,7646,57736,38996,73996,124369,168732,497907,241863,181899,85513,19644,4776,517,0
non-failed,PE,no,no,584,443359,943,1183,23936,12490,13898,21748,33356,90222,83958,129580,144941,139931,320243,116464,56
non-failed,PE,no,no,381,128418,226,452,22282,3815,2998,3730,3937,5311,6142,9817,9233,14467,42269,17851,1
non-failed,PE,no,no,604,708099,1906,6827,62015,27141,32973,49325,84458,265473,149699,129195,121247,138584,220501,140353,94
non-failed,PE,no,no,175,226591,574,2266,16222,4280,7413,10680,13277,26789,20327,20619,21868,30845,109901,36682,16
non-failed,PE,no,no,523,189506,870,2308,13793,9064,11306,16239,28731,49887,77249,110782,129492,163114,213093,62603,74
non-failed,PE,no,no,425,322484,5768,8920,73037,25509,29182,34846,48622,201293,73195,60266,36865,44712,173191,96862,13
non-failed,PE,no,no,490,969022,3799,4338,98313,57221,85371,120428,153692,251654,267483,369855,318836,419456,587373,192768,66
non-failed,PE,no,no,2964,2524483,6208,6461,140345,100726,199013,424795,687210,1381057,1050979,959187,773521,763639,1227597,464366,141
non-failed,PE,no,no,1213,2735075,15643,9401,174994,101377,139318,237351,397960,548929,309514,339077,369807,502253,858145,600224,95
non-failed,PE,no,no,1118,4030155,7097,10401,220430,90027,156915,238623,302041,818101,655286,779320,757606,517185,1149107,1028217,1177
non-failed,PE,no,no,1540,1072968,3834,5207,141494,57806,79174,119306,175682,743529,292703,240913,207009,277864,768299,558863,74
non-failed,PE,no,no,1563,3490137,6964,9301,210631,57702,62104,85670,119419,202830,260547,424606,465725,551661,763284,332711,98
non-failed,PE,no,no,820,1518515,3277,3962,80887,26004,30598,46602,61962,272052,258619,268276,217741,286783,729917,496245,172
non-failed,NA,no,no,3900,4352942,13567,12650,348045,188129,443903,634361,722939,1598871,1512681,1504159,1010695,500245,603594,206584,1128
non-failed,PE,no,no,637,1754926,8567,5149,134965,87382,126353,193923,260914,810273,512346,648700,567024,603475,1340025,401368,726
non-failed,PE,no,no,688,1155417,4749,7616,65217,23553,34612,38567,47934,628498,200923,250068,237121,224671,725810,623287,28
non-failed,PE,no,no,607,1552977,4683,8957,183999,80006,103594,163928,218027,420462,551764,683484,562214,629893,1057077,595510,212
non-failed,PE,no,no,1469,2255528,3819,7267,161457,52236,42642,52873,73600,150255,188865,383411,679143,725904,1108189,259539,383
non-failed,PE,no,no,2049,3706564,13541,12162,96249,63618,102181,154936,245253,983235,1125760,1258294,1089303,757074,1151556,638623,2162
non-failed,PE,no,no,2433,848884,8873,10681,67367,24171,25169,36516,59241,100900,122765,342326,418689,637349,1600286,945975,104
non-failed,PE,no,no,654,4453295,10786,36858,155891,69918,89477,142007,195427,293079,563926,865547,969789,1369433,2209933,1002268,1822
non-failed,PE,no,no,942,3996358,9581,11252,319994,182727,284133,383137,500616,894253,1033313,1036803,815647,780359,1156032,597844,289
non-failed,PE,no,no,547,434874,18289,26466,41178,15292,16201,13981,30967,141058,126530,198401,189469,245640,484020,247986,46
non-failed,PE,no,no,1525,3284016,10099,12933,228557,199770,370843,619617,834765,1198795,1021035,907931,562809,562399,1167323,895253,396
non-failed,PE,no,no,1170,970718,10174,8260,68753,36822,39643,180597,172848,402764,170098,197360,184062,273311,998983,612507,292
non-failed,PE,no,no,816,1226760,4059,4165,83279,76904,78570,102622,173421,558847,342190,357433,270704,278253,546140,258465,274
non-failed,PE,no,no,607,910203,2201,2219,35926,27911,35951,52242,66646,152299,164581,226867,246672,276657,448959,349330,21
non-failed,PE,no,no,1005,1392800,2409,10028,70166,39511,50388,71649,90791,137470,165478,247191,257696,302372,421208,185182,46
non-failed,PE,no,no,495,503914,1163,1092,28876,9776,8470,11157,15314,23748,52285,107371,119419,209418,600379,217077,87
non-failed,PE,no,no,993,606543,6236,37476,115609,58691,38712,53025,78535,128146,206613,350123,369882,391406,490764,125073,276
non-failed,PE,no,no,318,371683,4500,58088,227747,53833,11831,12152,7255,15284,13677,4683,6381,10844,21812,16151,0
non-failed,PE,no,no,249,195003,479,2132,6939,4418,8257,15040,19020,96859,50341,52295,35624,19109,62380,39459,1
non-failed,PE,no,no,152,358086,1050,1872,13697,6042,6065,6510,7526,22871,12769,15170,17946,37260,207893,104140,30
non-failed,PE,no,no,488,277637,4856,21595,26666,14134,24338,32161,53395,197078,60436,29160,9888,11637,17299,9974,1
non-failed,PE,no,no,312,753214,1645,1609,31603,21703,35448,67998,138349,333851,230820,281289,253762,334375,491866,64723,46
non-failed,PE,no,no,49,58651,222,209,19694,1870,1264,1410,1754,3884,8648,23038,26064,44635,181868,39155,15
non-failed,PE,no,no,189,96386,274,456,12880,3519,3422,4586,6026,6549,16443,41338,47913,82353,225191,28454,1
non-failed,PE,no,no,41,5165,28,78,2096,395,293,279,307,330,464,552,464,964,4027,884,0
non-failed,PE,no,no,1458,3517896,9796,10099,281571,200553,278243,416669,606280,1347736,1447615,1595402,1338955,995389,1213942,263027,401
non-failed,PE,no,no,2141,4089657,8685,8336,276999,87322,87037,126012,180174,382108,661250,1020945,1074567,1355936,2413615,620832,520
non-failed,PE,no,no,1606,958648,11975,8960,129344,29382,30966,45537,68453,165154,138275,237763,276901,436993,1061214,509339,316
non-failed,PE,no,no,1707,4662099,9754,47659,231616,67037,119631,190710,269993,855125,829016,1069964,1177600,1218195,2498641,1596665,1247
non-failed,PE,no,no,1505,1443395,23772,21127,182343,104098,98731,134426,186770,354851,487346,714877,684519,719223,1129499,473805,242
non-failed,PE,no,no,972,2433098,6144,14673,179677,67410,71160,130957,198358,680075,692692,1067464,728984,704997,1245480,792281,704
non-failed,PE,no,no,2395,4590859,12062,9216,183392,94428,81744,109021,156162,243581,442807,1157577,1735202,2166089,4303410,3362047,819
non-failed,PE,no,no,733,2001266,5428,7942,96666,26503,32945,49493,82317,703596,488744,553191,305947,258610,456776,247506,92
non-failed,PE,no,no,819,1783287,1976,12905,82065,24367,19920,25306,31284,90389,72169,200440,242042,332810,1121058,780152,119
non-failed,PE,no,no,914,1079141,1455,5198,99725,28618,25147,33503,42106,83799,93395,192841,233906,244893,366403,220877,157
non-failed,PE,no,no,1014,1753201,24102,23790,82235,38871,42558,75364,132243,1209019,411193,320736,203651,205872,566517,249860,219
non-failed,PE,no,no,602,814116,1165,5225,62872,29151,30738,45209,67478,139643,198861,254631,278887,266848,466711,128960,185
non-failed,PE,no,no,994,1349865,2932,2671,94112,36354,35892,44782,51145,111038,120901,189956,244935,397797,1034833,499385,407
non-failed,PE,no,no,998,1034731,2453,2650,79595,24662,25681,38628,64717,163216,117910,143483,168698,324193,1030618,417472,339
non-failed,PE,no,no,503,342570,1606,2948,24083,10537,12245,16562,27515,154848,143141,173447,117400,123370,274222,76122,157
non-failed,PE,no,no,1697,2093733,4749,11711,83375,49521,65035,113376,171848,295683,283969,452375,545382,733122,1346831,818105,216
non-failed,NA,no,no,924,1350702,2450,2339,83058,18750,17493,23668,26677,35354,53276,102822,119612,160186,233350,171570,35
non-failed,NA,no,no,926,1671425,3077,2842,46107,16588,19080,30932,75849,383953,292745,356015,254368,349028,1317769,727106,781
non-failed,NA,no,no,322,59170,711,1216,14797,1941,1468,2871,2578,4175,9627,10676,9425,13172,25139,5204,18
non-failed,PE,no,no,762,1363066,7359,7087,108109,46129,27489,28129,27705,38086,54068,94544,137070,237624,739071,1111713,6
non-failed,PE,no,no,224,807115,1197,5147,44182,13337,13330,18296,28207,49659,98508,139004,149130,174765,214046,29715,138
non-failed,PE,no,no,238,909445,1634,2972,37003,30605,46983,71487,209243,565596,164427,119363,69650,30684,30223,7700,0
non-failed,PE,no,no,179,102501,261,190,3435,1481,1841,3266,5161,10197,8670,11272,12973,23411,119004,119212,0
non-failed,PE,no,no,187,227215,1156,978,10890,7853,8368,11778,29231,212231,124708,157793,106686,110803,248424,109213,5
non-failed,PE,no,no,1643,1283499,4977,9898,98668,58738,96124,162209,283010,873076,376260,279208,226251,294047,591175,345439,435
non-failed,PE,no,no,3401,7288302,17351,42799,404314,107749,119923,178390,231671,1095707,679878,588485,463624,677091,1711973,1249511,746
non-failed,PE,no,no,3875,4114923,12984,13001,420886,107523,119726,192337,326375,1215753,1593680,1914848,1700610,1473794,2037285,444409,1012
non-failed,PE,no,no,2195,2700483,4572,6025,231740,96297,142210,278331,467210,876852,874174,945299,752881,731557,1340373,404403,993
non-failed,PE,no,no,1296,1592391,3694,6969,103617,39171,52779,89865,130235,261413,384233,414252,338431,329447,452478,118880,165
non-failed,PE,no,no,895,618051,4850,11805,98916,21574,18824,23811,33209,76010,74382,114402,136922,253254,731748,388663,72
non-failed,PE,no,no,990,2740274,8079,7876,208966,134785,264842,410009,460561,727972,703580,750086,626680,589467,1193870,875605,297
non-failed,PE,no,no,1126,1962871,5485,60181,379672,89507,106077,200471,426185,828286,944960,613858,551278,561361,831339,218257,83
non-failed,PE,no,no,1554,1380824,5886,6726,107704,51456,49794,64092,81866,181276,484966,1726803,733805,651956,1040822,850608,357
non-failed,PE,no,no,2892,4381393,14076,12093,277527,137423,194479,390807,717816,1482118,1176758,1373988,1341033,1217359,1986986,1145750,2191
non-failed,PE,no,no,1756,976574,18576,15993,151376,55214,49069,63227,88137,168955,315737,462104,495639,624324,1025753,382578,941
non-failed,PE,no,no,3308,1554451,5796,10411,123229,40336,41567,45235,37609,38145,29336,50125,115237,268524,584858,127821,1
non-failed,PE,no,no,2534,3200660,7714,7286,146978,82617,127134,272205,514261,805092,585444,685717,674235,565689,918623,336911,1184
non-failed,PE,no,no,779,2350793,3345,4767,115687,30435,28143,38439,52481,77971,118763,229859,308957,366527,789261,486934,21
non-failed,PE,no,no,1141,2014011,11524,104960,193058,26754,28555,115668,70348,294605,210101,211532,192823,251388,754339,649833,144
non-failed,PE,no,no,582,509971,16366,27309,41262,27328,22465,24200,46880,141631,99461,126861,156501,277868,776444,263243,24
non-failed,PE,no,no,1607,1319402,2598,2240,43358,23652,32872,50389,107360,348952,394150,382913,257174,268436,428070,157353,249
non-failed,PE,no,no,426,617445,1326,17884,25948,34464,26786,32528,43011,159342,122401,169508,146538,195556,430956,249291,97
non-failed,PE,no,no,333,278357,464,4438,44821,13929,8370,11201,15209,83411,50539,64868,73934,119437,303405,132000,96
non-failed,PE,no,no,64,140151,730,3849,17058,31369,57089,56467,69086,83632,56206,51886,34289,23936,21606,4730,0
non-failed,PE,no,no,133,108945,500,415,10565,4525,3215,3205,3886,19735,14623,27975,31150,64983,271601,152235,57
non-failed,PE,no,no,1344,6970557,18718,81223,187524,130832,234781,475901,1129668,4212023,2499321,1723522,980306,373891,302750,135126,0
non-failed,PE,no,no,1234,479888,4718,7991,26298,30662,69518,182630,636118,2014951,1018278,495172,197207,161943,158932,57982,0
non-failed,PE,no,no,1514,952219,16666,25739,73315,25118,35739,67781,139284,630996,415806,529218,348470,280869,550723,289383,135
non-failed,PE,no,no,2407,5253712,11602,10801,283827,103291,107570,149437,213973,596381,651347,903867,874657,993465,2270449,1160608,620
non-failed,PE,no,no,2506,2902216,10088,11196,206157,79901,106494,172871,274624,653783,709137,733847,559762,511465,703867,196881,274
non-failed,PE,no,no,1891,5086838,11752,9708,266121,77512,103107,168538,274176,1114042,946475,963114,985831,1005496,2001546,1143076,4392
non-failed,PE,no,no,1485,1739784,7014,8701,136506,58384,63551,86750,124067,340835,294304,443873,444091,531373,1137272,744553,382
non-failed,PE,no,no,674,1527708,50412,19945,82439,28890,29887,47132,99513,465843,334442,363308,306560,398100,1046188,530217,614
non-failed,PE,no,no,1151,5330033,10361,10298,225445,75325,77647,118628,188175,539676,697274,985543,1017207,1218172,2357581,840645,2130
non-failed,PE,no,no,911,1173223,4634,10217,80206,47225,58584,96226,193001,621853,610743,704830,542983,417016,558071,134932,185
non-failed,PE,no,no,990,413627,1424,1703,26857,15685,19419,33048,46290,168675,122815,221174,278301,376644,1017129,495520,149
non-failed,PE,no,no,518,599231,1233,4205,26823,6367,6495,12331,24303,69093,131686,371447,321636,479683,1165949,312887,1480
non-failed,PE,no,no,2083,1498757,8593,9434,292504,113913,140620,213326,295948,663706,603702,680914,526661,470578,950611,408348,63
non-failed,PE,no,no,148,17039,228,274,4648,2745,1854,1875,2425,6617,2779,1190,295,402,1700,1389,0
non-failed,PE,no,no,1046,1517925,4141,4370,116111,91528,68190,84114,106635,447637,355655,474922,470561,615142,1455522,1141602,341
non-failed,PE,no,no,467,1152259,1419,1267,31776,10835,11121,14714,16698,19363,29890,44046,67571,121923,443468,587588,1
non-failed,PE,no,no,800,995443,3071,2693,86934,51043,69592,87598,109553,512470,279016,293527,231182,266721,638083,338680,303
non-failed,PE,no,no,2004,1673112,3446,42746,160672,89572,77948,86806,121137,493171,378872,439211,289910,293698,725640,278929,49
non-failed,PE,no,no,285,177718,759,1789,18210,8733,9724,10552,14518,17949,24248,37033,29512,36546,71863,37939,32
non-failed,PE,no,no,179,702657,3286,3465,94241,122076,175102,260374,301523,317567,380234,347483,226077,166547,205975,37212,24
non-failed,PE,no,no,213,326973,1192,6694,10933,8739,17824,44983,70365,105858,94583,50375,14742,9323,16276,3605,1
non-failed,PE,no,no,231,518759,726,479,73794,23385,13768,14005,17202,36665,102604,163634,142387,210316,557815,156083,155
non-failed,PE,no,no,487,338721,22410,12348,35909,18860,11808,13971,14794,17016,26169,62574,98942,218570,652149,140863,7
non-failed,NA,no,no,456,187188,586,2190,37332,3384,2292,2843,5139,38043,24493,42650,23815,27563,95299,70119,86
non-failed,PE,no,no,2393,3246045,8583,15068,197687,78452,115275,225320,413636,922118,801171,834260,697094,910028,1970902,1204903,1031
non-failed,PE,no,no,3409,7092847,27282,23866,439256,92159,96753,133024,185200,518583,463025,524808,512711,790759,1995842,1734879,161
non-failed,PE,no,no,2458,1584298,9263,12276,206514,68135,84977,121024,155575,979112,497768,488667,377191,352946,996864,554223,213
non-failed,PE,no,no,3686,1778236,4655,31562,165917,57159,58462,68240,99129,485124,491561,776611,876666,1110873,2289897,1012475,497
non-failed,PE,no,no,1403,1205579,5728,8114,106879,46629,42972,57576,76153,236633,270275,421225,433597,649928,1349225,392382,370
non-failed,PE,no,no,2449,3703499,6126,8021,172797,47427,58533,91686,152694,473224,464692,592417,612215,704786,1381827,746916,1042
non-failed,NA,no,no,680,782280,1883,2460,34648,12507,19422,39237,76371,263727,213597,193647,127448,115558,205139,77840,223
non-failed,PE,no,no,999,3251732,8004,9842,203953,89568,134646,217938,305954,502606,667726,725025,628594,596104,1192362,606844,465
non-failed,PE,no,no,1517,2425715,4813,8095,169589,121468,237823,411416,546372,678230,444452,388773,314872,334860,516386,213794,211
non-failed,PE,no,no,1384,2742327,7180,3820,143031,53479,64262,99010,133559,270766,555310,788267,717531,904545,1412048,341120,397
non-failed,PE,no,no,703,530659,1306,3745,86176,30507,43565,73451,98050,259873,223105,230302,177204,167397,247180,88514,229
non-failed,PE,no,no,2065,4274471,10700,11351,310217,132729,168010,272534,442762,1267889,1159961,1060790,637668,573032,920210,353169,731
non-failed,PE,no,no,1380,2409586,4649,6179,61348,31700,41772,67464,113147,301332,495698,691896,684652,800051,1871428,788228,1105
non-failed,PE,no,no,1665,4332258,15173,14262,247771,175720,290739,501569,701684,1761574,1327170,1490458,1104861,992951,1800317,693199,805
non-failed,PE,no,no,428,273243,652,1286,22934,14338,16364,28415,43207,74276,64115,86699,79695,90772,174407,62636,58
non-failed,PE,no,no,1299,4327261,8512,11260,186272,55663,51844,60657,84590,534191,382563,586562,750364,1003796,1288864,345897,12
non-failed,PE,no,no,1005,865970,4410,5013,41366,18635,20076,34895,76120,650667,254224,197494,180830,174661,524720,348710,263
non-failed,PE,no,no,1447,2214371,10933,23120,73581,28373,36624,77104,159644,2260439,1224120,770676,235435,307640,815566,498596,157
non-failed,PE,no,no,948,912887,1921,3803,96268,35537,24402,29196,46090,196887,207538,375471,400320,661948,1233835,569776,72
non-failed,PE,no,no,1062,1216678,3351,11905,59754,45256,65558,98299,124095,342210,293134,400966,345661,406831,696076,330597,357
non-failed,PE,no,no,694,1028478,4133,4976,98814,78840,99240,139107,226143,636220,519696,585433,414543,366014,521267,183466,252
non-failed,PE,no,no,1006,1508155,11612,7819,218342,122304,130907,171699,230172,556692,553869,585775,476051,402132,590050,256260,209
non-failed,PE,no,no,470,1424182,5768,5043,98572,71939,111838,201528,249107,534223,448641,583493,609295,747301,1291426,521272,160
non-failed,PE,no,no,404,716263,1893,1280,36043,9524,9179,14994,40943,645442,263901,251115,214863,103977,151436,92553,26
non-failed,PE,no,no,127,154180,859,4697,11405,4714,4780,6568,8468,16202,24577,37482,39672,44056,53147,8244,7
non-failed,PE,no,no,10,2072,4,2,950,2,2,12,16,23,4,6,21,6,147,4,0
non-failed,NA,no,no,2036,443384,4011,4244,84941,9078,10088,10752,20879,90751,81666,107934,80841,196869,263334,125202,165
non-failed,PE,no,no,2468,2444884,9380,8433,386776,152284,218543,397113,645847,1530961,1214530,1200146,946631,859255,1527144,756869,640
non-failed,PE,no,no,648,393400,4366,5106,59796,32853,48363,78753,121425,554886,300366,256131,169593,103090,145789,75074,19
non-failed,PE,no,no,2033,4665898,12170,12018,437087,126181,146453,261156,395680,1107829,796778,942652,912660,1046053,1808888,880144,1005
non-failed,PE,no,no,2477,3317580,10739,134852,316775,73392,56590,74238,130004,650743,670991,866639,689603,791127,1720693,942905,332
non-failed,PE,no,no,1065,519045,7019,10491,71631,58697,71609,74933,125053,390051,222358,216245,163576,154014,289657,217457,59
non-failed,PE,no,no,2112,3417063,9282,8640,232759,77582,78711,107503,149085,436477,680612,1133271,1070748,1106795,1982434,672737,896
non-failed,PE,no,no,1456,3042780,23113,11825,286109,111970,114233,172948,251935,492076,617405,1063354,1087662,1256872,1882639,426813,982
non-failed,PE,no,no,2560,2262537,5579,6357,164719,77990,113385,206900,318516,922854,685902,907219,903569,974184,1878092,636782,437
non-failed,PE,no,no,2960,1966362,13922,26125,171075,91796,115082,166025,238155,1206696,727745,821249,624080,739261,1721403,540516,551
non-failed,PE,no,no,2477,4338428,20691,17972,255989,219088,313766,522972,1151806,5205903,2812149,2542541,1257044,644183,635042,398153,196
non-failed,PE,no,no,2068,2576069,5970,10360,118616,56488,50435,67268,96004,366268,503610,831475,748495,911482,1853606,614201,550
non-failed,PE,no,no,3016,3602084,16491,22166,188300,111937,162499,226072,319414,683295,622155,780886,674079,752702,1522369,533015,322
non-failed,PE,no,no,5378,3590250,17149,15436,161829,102651,136545,212005,327765,1054479,899215,988239,1082486,954835,1900287,963250,1789
non-failed,PE,no,no,1894,2594949,2769,2931,134149,36084,30434,39622,51488,73710,172217,346852,382384,530387,1233623,720319,1597
non-failed,PE,no,no,1267,4430765,4692,5542,117329,45036,43184,51660,61213,146769,218280,604643,876732,1228912,1225817,213052,10
non-failed,PE,no,no,339,76652,5249,3365,11707,4280,3989,4344,13246,61909,158239,195452,69176,24652,11045,729,0
non-failed,PE,no,no,333,120910,417,2951,33156,1979,2801,3027,4627,24182,19924,14556,13261,16494,54008,44703,1
non-failed,PE,no,no,991,541318,1114,2591,24394,12528,15430,24575,51991,445009,225054,274384,340974,282034,532033,387014,117
non-failed,PE,no,no,1450,2015663,3594,4263,93913,51595,64559,74050,80641,119836,319761,486527,350401,410947,760281,429655,688
non-failed,PE,no,no,659,1093631,13680,16805,179502,131977,168026,315268,627755,1314228,1032708,1067784,769240,458615,447627,190781,286
non-failed,PE,no,no,593,1211042,1852,2283,189857,88285,95426,138539,170665,263027,404735,403201,350757,295469,471501,112954,847
non-failed,PE,no,no,906,283763,960,1802,44649,10595,10802,12925,24667,560136,164600,164303,126183,112163,374457,313140,3
non-failed,PE,no,no,853,610863,4745,18638,60442,24740,39872,66660,101055,225481,170829,186204,164698,190043,419785,293889,21
non-failed,PE,no,no,356,696140,1969,2647,103742,52294,70872,114103,175101,401743,359249,503906,416363,382088,556737,89723,10
non-failed,PE,no,no,409,333354,1250,4471,57630,20378,25933,40525,62899,101207,101834,135910,87279,96471,173428,82185,16
non-failed,PE,no,no,167,147671,225,670,20246,7079,6333,7912,8305,11192,36648,51608,35381,31302,50178,89695,37
non-failed,PE,no,no,213,290812,342,764,78072,49278,49447,62979,66887,78826,95826,132513,108540,144389,351720,129257,12
non-failed,PE,no,no,164,150616,438,705,20139,6257,4305,4589,4755,6972,26195,72398,85786,126260,187481,30478,272
non-failed,PE,no,no,1198,1634872,6188,10091,85764,33227,35649,48046,91518,463038,401019,599989,476030,526943,963856,350968,54
non-failed,PE,no,no,1755,3099333,2900,9803,302156,40500,56741,103975,178059,675337,575654,725151,563290,399629,675459,415961,554
non-failed,PE,no,no,1309,1709185,9064,7101,204444,73580,75541,127678,242634,668053,605745,747685,672568,827280,1706355,402993,575
non-failed,PE,no,no,1430,3745293,13251,13220,255107,81141,94466,155409,243574,404893,702072,1108381,1076269,1126240,1540206,570772,1001
non-failed,PE,no,no,2222,4592479,11361,15429,145726,143914,261642,420224,643737,1549214,1508263,1541594,1246927,1048988,966826,557633,265
non-failed,PE,no,no,1801,1856682,7092,6959,141390,93045,143694,246947,354075,602730,669357,776615,765661,913156,1315598,500459,1161
non-failed,PE,no,no,3482,5013618,15222,14234,240957,184932,302458,435079,636252,2909718,1247823,903499,621311,337245,470272,307218,328
non-failed,PE,no,no,749,2753059,3925,8087,162152,94641,168112,348968,531629,754656,666471,812403,746020,599898,642066,200331,101
non-failed,PE,no,no,945,1867646,4521,3643,84423,21046,19185,27028,42854,263576,127474,130226,150661,206116,864596,780307,57
non-failed,PE,no,no,896,816340,8859,31682,102137,41868,49695,75357,117089,342525,270855,528655,567942,607553,1086538,562217,206
non-failed,PE,no,no,1612,1257530,7568,4269,155115,93431,180980,223951,254960,383589,402822,317237,226934,175345,316056,153003,62
non-failed,PE,no,no,1267,2029117,3542,16921,164826,21732,23716,33513,54177,222120,189763,268159,246565,227898,241514,145307,11
non-failed,PE,no,no,1265,2699827,4902,6025,90721,45636,53121,88540,122580,165012,271337,458447,482438,657298,998246,489600,57
non-failed,PE,no,no,499,1134985,3084,8054,62876,41482,62123,94439,146313,389010,165617,152481,143314,203610,420610,292085,19
non-failed,PE,no,no,305,521022,554,4107,33885,9872,9271,11366,13467,15327,40949,72642,58325,85979,274991,395200,17
